sex,age_group,disease_id_from,disease_id_to,link_strength
Male,45-64,299,83,0.0017343902904065
Male,45-64,299,110,0.0019919127126752
Male,45-64,299,116,0.0011480244508673
Male,45-64,299,146,0.0068268518035267
Male,45-64,299,148,0.005177413572607
Male,45-64,299,182,0.0029076141177408
Male,45-64,299,222,0.0060154040841646
Male,45-64,299,275,0.0020160743305558
Male,45-64,299,284,0.0085214563586261
Male,45-64,299,285,0.0068555196348682
Male,45-64,299,286,0.0017142555478241
Male,45-64,299,287,0.0029863574817394
Male,45-64,299,288,0.01087463597145
Male,45-64,299,300,0.0049323309659192
Male,45-64,299,303,0.0059558524401986
Male,45-64,300,68,0.002024485520298
Male,45-64,300,77,0.002387640183117
Male,45-64,300,148,0.0129438036791822
Male,45-64,300,277,0.0023550717980936
Male,45-64,300,280,0.0019887752262992
Male,45-64,300,282,0.0039303162892579
Male,45-64,300,284,0.0093459112340838
Male,45-64,300,288,0.0147179240520637
Male,45-64,300,292,0.0117281103802044
Male,45-64,300,293,0.0034735530047329
Male,45-64,300,297,0.0041718288808267
Male,45-64,300,299,0.007901895774769
Male,45-64,300,301,0.0012915066925352
Male,45-64,300,303,0.0133700204935003
Male,45-64,300,312,0.0033171289574202
Male,45-64,300,314,0.0019288352358903
Male,45-64,303,32,0.0076322463918646
Male,45-64,303,148,0.0115834866231933
Male,45-64,303,150,0.0077760967428347
Male,45-64,303,193,0.0027935248426351
Male,45-64,303,195,0.001118684931563
Male,45-64,303,198,0.0060908369083846
Male,45-64,303,251,0.0025274339305388
Male,45-64,303,284,0.0100772210047755
Male,45-64,303,286,0.0019583722130487
Male,45-64,303,287,0.0042403875956907
Male,45-64,303,288,0.0121546812173416
Male,45-64,303,292,0.0096515710811382
Male,45-64,303,299,0.0166153197545159
Male,45-64,303,301,0.0017624717999972
Male,45-64,303,310,0.0011255582339035
Male,45-64,303,363,0.0020574242409207
Male,45-64,317,59,0.0024293749674568
Male,45-64,317,158,0.0037873745390829
Male,45-64,317,170,0.0023535886876821
Male,45-64,317,229,0.0033760795669303
Male,45-64,317,290,0.0040857944529677
Male,45-64,317,309,0.0024792024462317
Male,45-64,317,312,0.0023352950660606
Male,45-64,324,1,0.0025654171182744
Male,45-64,324,33,0.0024142303058474
Male,45-64,324,116,0.0024605774047838
Male,45-64,324,122,0.0023820157395552
Male,45-64,324,146,0.0122466738176053
Male,45-64,324,164,0.0127815477578956
Male,45-64,324,192,0.0152579089492501
Male,45-64,324,193,0.0118291116963551
Male,45-64,324,195,0.0016244222311157
Male,45-64,324,212,0.0023764429238838
Male,45-64,324,222,0.0103221277263391
Male,45-64,324,272,0.0049328010144106
Male,45-64,324,273,0.0052675112781109
Male,45-64,324,292,0.0102899186401022
Male,45-64,324,330,0.0023855271361061
Male,45-64,324,333,0.0017054935688643
Male,45-64,338,83,0.0024042294894156
Male,45-64,338,109,0.0067152645103727
Male,45-64,338,112,0.0083716206277546
Male,45-64,338,122,0.0023769424553938
Male,45-64,338,290,0.0066562216786473
Male,45-64,338,317,0.0046526567032862
Male,45-64,338,318,0.0038825520067083
Male,45-64,338,339,0.0056252615691402
Male,45-64,338,340,0.0024804291196141
Male,45-64,338,341,0.0046378411778751
Male,45-64,338,358,0.0035552012235909
Male,45-64,338,368,0.0074825377886337
Male,45-64,345,290,0.0228309161120056
Male,45-64,345,310,0.0024454003331312
Male,45-64,345,317,0.013693211798639
Male,45-64,345,353,0.0033298246265134
Male,45-64,345,362,0.0022479762517947
Male,45-64,350,108,0.0022155801835898
Male,45-64,350,196,0.0051045037076709
Male,45-64,350,284,0.0064006301268571
Male,45-64,350,288,0.0102292593761721
Male,45-64,350,290,0.0137813717476215
Male,45-64,350,317,0.0036165107395154
Male,45-64,357,124,0.0066582372497611
Male,45-64,357,290,0.0125417227560197
Male,45-64,357,305,0.0033898665340068
Male,45-64,357,309,0.0038436981893764
Male,45-64,357,312,0.002387983614736
Male,45-64,357,323,0.0024995643081726
Male,45-64,357,368,0.0032625004993067
Male,45-64,359,29,0.0026847740527342
Male,45-64,359,229,0.0038056068018034
Male,45-64,359,272,0.0059126354718863
Male,45-64,359,310,0.0013851467673984
Male,45-64,359,317,0.0076036225672662
Male,45-64,359,318,0.0042931255562041
Male,45-64,359,338,0.007694630655464
Male,45-64,364,13,0.0026679663028312
Male,45-64,364,101,0.0017775868673487
Male,45-64,364,126,0.0028391566812747
Male,45-64,364,164,0.008745162915863
Male,45-64,364,210,0.0007458577883298
Male,45-64,364,292,0.0058421956730948
Male,45-64,364,346,0.0013390775342659
Male,45-64,364,365,0.0016573949172094
Male,45-64,364,366,0.0013151081113054
Male,45-64,364,368,0.0020966661836437
Female,65-75,2,8,0.00376492367732
Female,65-75,2,13,0.008035624350027
Female,65-75,2,15,0.003842947449792
Female,65-75,2,71,0.0112363380266956
Female,65-75,2,73,0.0089975543162688
Female,65-75,2,142,0.0034058966730326
Female,65-75,2,153,0.0087698813421755
Female,65-75,2,196,0.0134319144009083
Female,65-75,2,232,0.0035893317977482
Female,65-75,2,239,0.0186243114105262
Female,65-75,2,291,0.0053211992182683
Female,65-75,2,323,0.0037934416715494
Female,65-75,2,330,0.003651389585379
Female,65-75,2,338364,0.0068820230726831
Female,65-75,5,46,0.0164010364835739
Female,65-75,5,119,0.0090638735212835
Female,65-75,5,263,0.0035892145021034
Female,65-75,5,266,0.0104621454146588
Female,65-75,5,297,0.0069259139508263
Female,65-75,13,151,0.0031692834587897
Female,65-75,13,183,0.0160264018838052
Female,65-75,13,199,0.0090268440684229
Female,65-75,13,266,0.0104170201115479
Female,65-75,13,290,0.0154199682392234
Female,65-75,14,2,0.0101592073914587
Female,65-75,14,25,0.0067098110777829
Female,65-75,14,55,0.005923585003123
Female,65-75,14,165,0.0077104978180463
Female,65-75,14,205,0.0133073975347548
Female,65-75,14,230,0.0160876016232001
Female,65-75,14,231,0.0066658319560934
Female,65-75,14,267,0.0043303732155664
Female,65-75,18,14,0.0187260296396518
Female,65-75,18,15,0.0018898621569019
Female,65-75,18,20,0.0687812750714689
Female,65-75,18,25,0.0071088053185736
Female,65-75,18,55,0.0065407822829175
Female,65-75,18,67,0.002879320561302
Female,65-75,18,69,0.0042268837316002
Female,65-75,18,165,0.0064327155631988
Female,65-75,18,170,0.0028666874262484
Female,65-75,18,179,0.0019342182861132
Female,65-75,18,212,0.0061104201478409
Female,65-75,18,214,0.016987154435283
Female,65-75,18,233,0.0043191203752626
Female,65-75,18,236,0.0036109206931035
Female,65-75,18,267,0.0027040312950769
Female,65-75,20,14,0.0047029342537615
Female,65-75,23,55,0.0116424640092241
Female,65-75,23,112,0.0052269934092862
Female,65-75,23,157,0.0023179425410031
Female,65-75,23,174,0.003315295332298
Female,65-75,23,181,0.0192404304851123
Female,65-75,23,196,0.0150352340543626
Female,65-75,23,199,0.0123274370654816
Female,65-75,23,205,0.0097815874979181
Female,65-75,23,231,0.0030506505362225
Female,65-75,23,233,0.0041048533141105
Female,65-75,23,234,0.0147764393026592
Female,65-75,23,267,0.0032351946678395
Female,65-75,23,303,0.0063184333648671
Female,65-75,28,25,0.0026290620183129
Female,65-75,28,55,0.0034924852442796
Female,65-75,28,66,0.0019985896313219
Female,65-75,28,170,0.0018941485814533
Female,65-75,28,196,0.0099546781948043
Female,65-75,28,205,0.0054610498938521
Female,65-75,28,255,0.0100901610263305
Female,65-75,28,259,0.0063173291278248
Female,65-75,28,267,0.0048141934139849
Female,65-75,28,270,0.0020271158558864
Female,65-75,28,330,0.0025277102781315
Female,65-75,28,351,0.0019940215213184
Female,65-75,29,192,0.0045669258339301
Female,65-75,29,301,0.0015157547373204
Female,65-75,35,15,0.0040671743797753
Female,65-75,35,25,0.0058454684690897
Female,65-75,35,38,0.0069739201238774
Female,65-75,35,50,0.0041077805715601
Female,65-75,35,183,0.0155030422641988
Female,65-75,35,205,0.017980082517746
Female,65-75,35,212,0.007273910323374
Female,65-75,35,214,0.0099887037388807
Female,65-75,35,233,0.0074150679205265
Female,65-75,38,52,0.0081645611346269
Female,65-75,38,55,0.0054717149645578
Female,65-75,38,68,0.0042132713283927
Female,65-75,38,73,0.0054034671769685
Female,65-75,38,93,0.0101371174655272
Female,65-75,38,213,0.0041124039833853
Female,65-75,38,230,0.0117615407748523
Female,65-75,38,233,0.0099018805190917
Female,65-75,38,234,0.0187197708612818
Female,65-75,38,236,0.008183513736342
Female,65-75,38,360,0.0088482640967643
Female,65-75,39,55,0.011787336047395
Female,65-75,39,77,0.0109828558790326
Female,65-75,39,166,0.0175793684005523
Female,65-75,39,196,0.0249807894200941
Female,65-75,39,235,0.0079101650486194
Female,65-75,39,346,0.0057678389665462
Female,65-75,43,5,0.0022012068760112
Female,65-75,43,56,0.0022419119114003
Female,65-75,43,66,0.0016224262446122
Female,65-75,43,156,0.0010432270930264
Female,65-75,43,179,0.001068320862667
Female,65-75,43,207,0.0021594813649244
Female,65-75,44,97,0.0010045775934732
Female,65-75,44,124,0.0053132478937701
Female,65-75,44,208,0.0057294834823947
Female,65-75,44,219,0.0028111176253986
Female,65-75,44,239,0.0060625682001033
Female,65-75,44,266,0.0047481101018007
Female,65-75,45,148,0.0128967019025599
Female,65-75,46,132,0.0103499823346919
Female,65-75,46,139,0.0084841725677202
Female,65-75,46,164,0.0107270237257844
Female,65-75,46,299,0.0062228029325078
Female,65-75,71,14,0.0094288754130005
Female,65-75,71,72,0.0070223982208472
Female,65-75,71,73,0.0093598664414252
Female,65-75,71,181,0.0151751011288264
Female,65-75,71,197,0.0060580095490293
Female,65-75,71,212,0.0075447700252115
Female,65-75,71,226,0.0106477608861589
Female,65-75,71,234,0.0198344314217183
Female,65-75,72,8,0.0030244826782849
Female,65-75,72,71,0.0156477526002306
Female,65-75,72,162,0.0082880511001762
Female,65-75,72,166,0.0128041114987884
Female,65-75,72,181,0.0138199419703555
Female,65-75,72,226,0.0152330590915056
Female,65-75,72,269,0.0063570007307054
Female,65-75,72,351,0.003053065522607
Female,65-75,72,355,0.0029461956462077
Female,65-75,72,162164,0.0043689563455074
Female,65-75,77,149,0.0031859437750319
Female,65-75,77,183,0.0116530983885112
Female,65-75,93,72,0.0081029695455726
Female,65-75,93,145,0.008968370147899
Female,65-75,93,165,0.0074726989620367
Female,65-75,93,166,0.0121327151754596
Female,65-75,93,167,0.0148399015730812
Female,65-75,93,174,0.0035896027601213
Female,65-75,93,179,0.0024847145321839
Female,65-75,93,210,0.0035767301932604
Female,65-75,93,226,0.0316245684900061
Female,65-75,93,231,0.0035633080621346
Female,65-75,93,235,0.0061230566280111
Female,65-75,93,268,0.0044048947481766
Female,65-75,93,350,0.0113646736460599
Female,65-75,93,239255,0.0072643385743676
Female,65-75,99,113,0.0052372734025296
Female,65-75,99,364,0.0133685422886376
Female,65-75,99,100353,0.0034775205461434
Female,65-75,100,52,0.0044828770707378
Female,65-75,100,67,0.0030516849584872
Female,65-75,100,72,0.0063785598812664
Female,65-75,100,142,0.0045898906733341
Female,65-75,100,150,0.015369638022731
Female,65-75,100,170,0.003053396166882
Female,65-75,100,196,0.0151770926160347
Female,65-75,100,234,0.010702708992084
Female,65-75,100,239,0.0182714819206922
Female,65-75,100,268,0.0054296327877871
Female,65-75,101,5,0.0057596781225874
Female,65-75,101,72,0.0071739390556872
Female,65-75,101,151,0.0040638327239943
Female,65-75,101,261,0.0041601865054567
Female,65-75,110,101,0.0065085223888867
Female,65-75,110,103,0.002630230093393
Female,65-75,110,108,0.0035317502714527
Female,65-75,110,153,0.0046003908096877
Female,65-75,110,213,0.003952806988163
Female,65-75,110,239,0.0168421390621977
Female,65-75,110,300,0.0075584786013434
Female,65-75,110,309,0.0026291842631675
Female,65-75,113,112,0.0190086339425535
Female,65-75,113,173,0.0067502008551856
Female,65-75,113,332,0.0069812850386219
Female,65-75,113,358,0.0072130552742145
Female,65-75,113,368,0.0048248234107368
Female,65-75,113,162163,0.0046486987273178
Female,65-75,113,287288,0.0067385445297652
Female,65-75,114,117,0.0023183703299289
Female,65-75,114,119,0.0024047224587861
Female,65-75,114,120,0.0044056188594138
Female,65-75,114,122,0.0016573336821622
Female,65-75,114,123,0.0013798167594537
Female,65-75,114,124,0.0112117914484091
Female,65-75,114,127,0.0017995869929041
Female,65-75,114,128,0.0016793323843733
Female,65-75,114,132,0.0081660949305364
Female,65-75,117,42,0.0028136305837876
Female,65-75,117,101,0.0074170073593629
Female,65-75,117,110,0.008528084024163
Female,65-75,117,230,0.0088140613296824
Female,65-75,119,103,0.0028064776952478
Female,65-75,119,122,0.0082908687165061
Female,65-75,119,207,0.0049698463437665
Female,65-75,119,291,0.0043030346176145
Female,65-75,120,119,0.0096623805543829
Female,65-75,120,124,0.0104109820926961
Female,65-75,120,139,0.0101992507134727
Female,65-75,120,150,0.0086741139697834
Female,65-75,120,192,0.0054626899074154
Female,65-75,120,207,0.0056385995724583
Female,65-75,120,275,0.004571070539284
Female,65-75,120,299,0.0107615117139811
Female,65-75,121,119,0.0109095257230416
Female,65-75,121,264,0.0051977234860766
Female,65-75,121,301,0.0026408874505936
Female,65-75,121,330,0.0053251834017498
Female,65-75,121,348,0.0099154292291616
Female,65-75,122,112,0.0069727095800104
Female,65-75,122,119,0.0126287871054712
Female,65-75,122,124,0.0171822161973249
Female,65-75,122,126,0.0067812733123113
Female,65-75,122,192,0.0140873027295761
Female,65-75,122,220,0.0051867287991431
Female,65-75,122,264,0.0056218565990235
Female,65-75,122,301,0.003907101421184
Female,65-75,123,116,0.0058812308416364
Female,65-75,123,119,0.011655860472152
Female,65-75,123,120,0.0167161286955776
Female,65-75,123,324,0.0074964118540989
Female,65-75,123,359,0.0093962705359748
Female,65-75,124,113,0.0035351614174578
Female,65-75,124,119,0.0055064567199199
Female,65-75,124,120,0.0059366447327817
Female,65-75,124,121,0.0026698390941952
Female,65-75,124,122,0.0047663162992151
Female,65-75,124,123,0.0032561957806219
Female,65-75,124,127,0.0032433203782643
Female,65-75,124,164,0.0101067946390515
Female,65-75,124,168,0.0102672211958254
Female,65-75,124,207,0.0026498738120255
Female,65-75,124,284,0.0118360645822643
Female,65-75,124,301,0.0010236961543792
Female,65-75,124,317,0.0027805821123245
Female,65-75,124,333,0.0013722755621248
Female,65-75,126,101,0.0100869232356284
Female,65-75,126,119,0.0164250664685082
Female,65-75,126,127,0.010418426142909
Female,65-75,126,288,0.0165889746723468
Female,65-75,126,335,0.0037298821377408
Female,65-75,127,67,0.0039007345283013
Female,65-75,127,126,0.0112731811268838
Female,65-75,127,157,0.0040373896187835
Female,65-75,130,129,0.0019644471404878
Female,65-75,130,132,0.0059121060843636
Female,65-75,130,135,0.0030855894441557
Female,65-75,130,177,0.0015504817055121
Female,65-75,131,17,0.0010704636454965
Female,65-75,131,135,0.0047656914440306
Female,65-75,131,332,0.0021680355680779
Female,65-75,132,123,0.0032434563099301
Female,65-75,132,124,0.0065908929842648
Female,65-75,132,131,0.0074063277356961
Female,65-75,132,135,0.0042107612419178
Female,65-75,132,148,0.0070195415023417
Female,65-75,132,193,0.0018074262158272
Female,65-75,135,143,0.0033046964944253
Female,65-75,135,144,0.0064364119607783
Female,65-75,135,146,0.0076920054064368
Female,65-75,135,206,0.0033712021290568
Female,65-75,135,241,0.0052485886650689
Female,65-75,135,361,0.0034730361968894
Female,65-75,137,132,0.0163310810788392
Female,65-75,137,239,0.0170215939440034
Female,65-75,137,297,0.0067554839461783
Female,65-75,137,363,0.0036533217635341
Female,65-75,139,44,0.0099410381223559
Female,65-75,139,108,0.0022900247964597
Female,65-75,139,116,0.0040031093146683
Female,65-75,139,136,0.0021480546337594
Female,65-75,139,140,0.01158967458352
Female,65-75,139,145,0.0099208080429278
Female,65-75,139,157,0.0022249254655254
Female,65-75,139,172,0.0016651644763755
Female,65-75,139,189,0.0053858234222883
Female,65-75,139,201,0.0028784781515612
Female,65-75,140,116,0.0014440609548438
Female,65-75,140,139,0.0038205879252955
Female,65-75,140,189,0.0064519753064207
Female,65-75,140,190,0.0039438042399504
Female,65-75,140,220,0.0014887723298184
Female,65-75,140,222,0.0048720519763928
Female,65-75,140,256,0.001911214171354
Female,65-75,140,287,0.0046751888716517
Female,65-75,145,17,0.0017959082908785
Female,65-75,145,139,0.0112139872520443
Female,65-75,145,144,0.0048468292023098
Female,65-75,145,146,0.0066424290675836
Female,65-75,145,162,0.0054493434215919
Female,65-75,145,164,0.0195463158702522
Female,65-75,145,174,0.0034156517148282
Female,65-75,145,179,0.0027225321619033
Female,65-75,145,192,0.0054318075937646
Female,65-75,145,239,0.0124038404407471
Female,65-75,145,241,0.0037342892121616
Female,65-75,145,305,0.0062535266661707
Female,65-75,145,309,0.0017564480603396
Female,65-75,146,40,0.0015696977339759
Female,65-75,146,80,0.0036046590028473
Female,65-75,146,86,0.0022551975687302
Female,65-75,146,96,0.002261159917441
Female,65-75,146,110,0.0065881620660217
Female,65-75,146,145,0.0061351660743197
Female,65-75,146,150,0.0090973228985618
Female,65-75,146,183,0.0094101551905502
Female,65-75,146,192,0.0070977739187776
Female,65-75,146,193,0.0022512181404835
Female,65-75,146,198,0.0065104802495611
Female,65-75,146,208,0.0086447634265164
Female,65-75,146,222,0.01096958492366
Female,65-75,146,303,0.0051947107658622
Female,65-75,146,323,0.00232349621359
Female,65-75,146,324,0.0117300769830919
Female,65-75,148,65,0.0012903567895295
Female,65-75,148,136,0.0022163253584058
Female,65-75,148,233,0.0026407873927341
Female,65-75,148,285,0.0137372785214828
Female,65-75,148,286,0.0058204730499133
Female,65-75,148,287,0.0126374540183111
Female,65-75,148,297,0.0031463759462502
Female,65-75,148,300,0.0055437200097656
Female,65-75,148,371,0.0044504815421458
Female,65-75,148,287288,0.0025869345473404
Female,65-75,150,47,0.0033774355829582
Female,65-75,150,103,0.0017879362486157
Female,65-75,150,108,0.0032986319708874
Female,65-75,150,148,0.01031319748377
Female,65-75,150,156,0.0038576762080856
Female,65-75,150,157,0.0017953029827369
Female,65-75,150,164,0.0195762812392511
Female,65-75,150,181,0.0102698485118471
Female,65-75,150,192,0.0068283018676481
Female,65-75,150,303,0.0075183069636841
Female,65-75,150,305,0.0074069833484377
Female,65-75,159,146,0.0071421391845432
Female,65-75,159,163,0.0106132748572844
Female,65-75,159,179,0.0021460981472815
Female,65-75,159,181,0.0103867448186148
Female,65-75,159,199,0.0075546415057394
Female,65-75,159,226,0.0117669306616816
Female,65-75,159,234,0.0098808095158391
Female,65-75,159,235,0.0059885422284651
Female,65-75,159,239,0.0123247843072411
Female,65-75,162,93,0.0088973968481728
Female,65-75,162,113,0.0066782013692541
Female,65-75,162,146,0.0102374853679917
Female,65-75,162,163,0.0107642635105301
Female,65-75,162,164,0.0764640583393759
Female,65-75,162,168,0.0221276288196652
Female,65-75,162,188,0.0036696214577527
Female,65-75,162,240,0.0058503167942458
Female,65-75,163,2,0.0076876441146136
Female,65-75,163,11,0.0029560066295627
Female,65-75,163,40,0.002132386997785
Female,65-75,163,93,0.0138554177358374
Female,65-75,163,108,0.0039406876330723
Female,65-75,163,162,0.0145540025544451
Female,65-75,163,164,0.0490598189302021
Female,65-75,163,166,0.0280985275782498
Female,65-75,163,179,0.0021142057134769
Female,65-75,163,181,0.0113964027622747
Female,65-75,163,234,0.0170175495058414
Female,65-75,163,235,0.0070871514203226
Female,65-75,163,309,0.0020807364123479
Female,65-75,163,360,0.0056855334401707
Female,65-75,164,71,0.0025493638294996
Female,65-75,164,93,0.0022943882174505
Female,65-75,164,124,0.0044360809026217
Female,65-75,164,139,0.0051466271208169
Female,65-75,164,145,0.0025278555907258
Female,65-75,164,146,0.0038265651419163
Female,65-75,164,162,0.0042103581700134
Female,65-75,164,166,0.004917093798992
Female,65-75,164,167,0.0065907626383024
Female,65-75,164,168,0.0102001208716977
Female,65-75,164,169,0.0055601724937898
Female,65-75,164,170,0.0010356663666496
Female,65-75,164,181,0.00424925886868
Female,65-75,164,198,0.0031655967617717
Female,65-75,164,208,0.0082966516019659
Female,65-75,164,223,0.002264375705106
Female,65-75,164,226,0.0043429037687637
Female,65-75,164,230,0.0030850111620248
Female,65-75,164,236,0.0012933388383684
Female,65-75,164,240,0.0010195885338047
Female,65-75,164,285,0.0074841577442054
Female,65-75,164,287,0.0056646642515959
Female,65-75,164,288,0.0061687412693208
Female,65-75,164,303,0.0029005818842068
Female,65-75,164,352,0.0010435695297798
Female,65-75,165,23,0.009273438139956
Female,65-75,165,183,0.0166357180646658
Female,65-75,165,197,0.007069948698979
Female,65-75,165,205,0.0106022121604692
Female,65-75,166,2,0.0054672661277774
Female,65-75,166,17,0.0012741685707818
Female,65-75,166,71,0.0082375620266437
Female,65-75,166,74,0.0020579027851394
Female,65-75,166,88,0.0025829063830259
Female,65-75,166,93,0.0052437764063509
Female,65-75,166,127,0.0037239500130145
Female,65-75,166,136,0.0016182499730272
Female,65-75,166,143,0.0023064050192885
Female,65-75,166,146,0.0062452795523042
Female,65-75,166,163,0.0047060132762481
Female,65-75,166,164,0.0133451948009083
Female,65-75,166,165,0.0036140961450028
Female,65-75,166,167,0.0194586069098722
Female,65-75,166,168,0.0118888495066107
Female,65-75,166,169,0.0169586517355689
Female,65-75,166,181,0.0083129102238006
Female,65-75,166,196,0.0122262108201709
Female,65-75,166,197,0.0033748375041399
Female,65-75,166,205,0.0049706841557524
Female,65-75,166,206,0.002284669560723
Female,65-75,166,226,0.0058878104933594
Female,65-75,166,234,0.0105036170527808
Female,65-75,166,235,0.0080461417915173
Female,65-75,166,282,0.0042903355819313
Female,65-75,166,295,0.0042796631228055
Female,65-75,166,317,0.0030163132017722
Female,65-75,167,20,0.0079431337608766
Female,65-75,167,29,0.0045245559563345
Female,65-75,167,59,0.0010847244021309
Female,65-75,167,146,0.0073733414477534
Female,65-75,167,166,0.0211188220355565
Female,65-75,167,168,0.0144827407413159
Female,65-75,167,169,0.0114520850066
Female,65-75,167,188,0.001211840884822
Female,65-75,167,196,0.0065543951486074
Female,65-75,167,199,0.0050699710065815
Female,65-75,167,206,0.0017052065359596
Female,65-75,167,234,0.0051446966718534
Female,65-75,167,235,0.0027968009919472
Female,65-75,167,273,0.0036564871776845
Female,65-75,167,282,0.0019514298361606
Female,65-75,167,338,0.0060795889366372
Female,65-75,167,360,0.0029809637694719
Female,65-75,167,338364,0.0023081641217733
Female,65-75,168,93,0.0029260104426294
Female,65-75,168,113,0.004022346629073
Female,65-75,168,139,0.0063174867464435
Female,65-75,168,146,0.0031673723788013
Female,65-75,168,164,0.0077525802262322
Female,65-75,168,166,0.0094195036723489
Female,65-75,168,167,0.0170023252407009
Female,65-75,168,169,0.0071905249000396
Female,65-75,168,205,0.0019099178764137
Female,65-75,168,213,0.0012942764331507
Female,65-75,168,272,0.0030543666586585
Female,65-75,168,287,0.0057131983036435
Female,65-75,168,338364,0.0024219925909048
Female,65-75,169,38,0.0034170226695131
Female,65-75,169,108,0.0019897922376251
Female,65-75,169,150,0.0051632681520028
Female,65-75,169,156,0.0011812613613774
Female,65-75,169,166,0.0084382246246969
Female,65-75,169,167,0.0099436064879747
Female,65-75,169,181,0.0105351908586281
Female,65-75,169,188,0.0028794430160395
Female,65-75,169,205,0.0035473880610878
Female,65-75,169,209,0.0025757666440874
Female,65-75,169,218,0.0023073658622823
Female,65-75,169,232,0.0015437592775986
Female,65-75,169,239,0.0086972954839923
Female,65-75,169,279,0.0038206730307248
Female,65-75,169,342,0.0037830335934817
Female,65-75,171,108,0.003125737311384
Female,65-75,171,112,0.0041316257376051
Female,65-75,171,116,0.0030594045571894
Female,65-75,171,117,0.0046751930336343
Female,65-75,171,120,0.0063525007359027
Female,65-75,171,137,0.004643714093882
Female,65-75,171,139,0.007446621370085
Female,65-75,171,144,0.0044688727464744
Female,65-75,171,168,0.012586398553224
Female,65-75,171,177,0.0032474057480385
Female,65-75,171,178,0.0046539775303935
Female,65-75,171,209,0.0035897477225432
Female,65-75,171,233,0.0037931857765927
Female,65-75,171,258,0.0029394946031239
Female,65-75,171,301,0.0014272492732721
Female,65-75,171,346,0.0031747781145901
Female,65-75,176,88,0.0028808295915542
Female,65-75,176,112,0.005671783125809
Female,65-75,176,139,0.0070635068770268
Female,65-75,176,142,0.0021121070549084
Female,65-75,176,178,0.0061111318225363
Female,65-75,176,179,0.0016784321565474
Female,65-75,176,196,0.0078985896521878
Female,65-75,176,239,0.0120304305003942
Female,65-75,178,2,0.0097336644132935
Female,65-75,178,40,0.0059871240161458
Female,65-75,178,112,0.0139105950260076
Female,65-75,178,137,0.0138565230746088
Female,65-75,178,142,0.0056749953171428
Female,65-75,178,143,0.0054862885470392
Female,65-75,178,162,0.0074552863038634
Female,65-75,178,274,0.0078314360603087
Female,65-75,181,23,0.0091715949992885
Female,65-75,181,71,0.0056372856723278
Female,65-75,181,73,0.0030709548706357
Female,65-75,181,93,0.0048420668767157
Female,65-75,181,95,0.0034536093654812
Female,65-75,181,163,0.0048676258042777
Female,65-75,181,164,0.0109537778086264
Female,65-75,181,167,0.0138956011238701
Female,65-75,181,176,0.0106359049454327
Female,65-75,181,196,0.0068324662478176
Female,65-75,181,199,0.0052692144661561
Female,65-75,181,226,0.0062693915441093
Female,65-75,181,234,0.007110087722796
Female,65-75,181,241,0.002581258741853
Female,65-75,181,269,0.0043562721260737
Female,65-75,181,287,0.0119256783736831
Female,65-75,181,287288,0.0026742753667531
Female,65-75,182,45,0.0041797258133396
Female,65-75,182,80,0.0025269969554416
Female,65-75,182,150,0.0049252866451105
Female,65-75,182,208,0.0096021907023425
Female,65-75,182,222,0.0086586791498215
Female,65-75,182,263,0.0021949765702653
Female,65-75,182,276,0.0031593141814634
Female,65-75,182,286,0.0050808273919554
Female,65-75,182,305,0.0061494873138869
Female,65-75,183,41,0.0015086094030346
Female,65-75,183,96,0.0038970326583488
Female,65-75,183,165,0.0056275319454757
Female,65-75,183,182,0.0094350000546902
Female,65-75,183,191,0.0015123636869188
Female,65-75,183,197,0.0039816581707773
Female,65-75,183,214,0.0059775658720142
Female,65-75,183,226,0.0083445728244922
Female,65-75,183,229,0.0044398358607113
Female,65-75,189,140,0.0185109876560668
Female,65-75,189,190,0.0146093993225178
Female,65-75,189,265,0.0031608597028812
Female,65-75,190,23,0.0063385097914337
Female,65-75,190,48,0.0016924816995604
Female,65-75,190,97,0.0016777435553293
Female,65-75,190,138,0.0043051829399046
Female,65-75,190,140,0.0182294286386445
Female,65-75,190,189,0.0199888704640179
Female,65-75,190,192,0.0090952465964861
Female,65-75,190,222,0.0109217756697451
Female,65-75,190,266,0.0113048627778395
Female,65-75,190,267,0.002388820652666
Female,65-75,190,317,0.004303032921041
Female,65-75,192,66,0.0030708539770782
Female,65-75,192,80,0.0047136473540673
Female,65-75,192,140,0.0166941289082329
Female,65-75,192,145,0.0097841265444711
Female,65-75,192,146,0.0132962111178449
Female,65-75,192,149,0.0030495051050302
Female,65-75,192,164,0.0178006295723173
Female,65-75,192,190,0.0081151848267777
Female,65-75,192,193,0.0028972159140399
Female,65-75,192,198,0.0158257728022892
Female,65-75,192,200,0.0049720643691766
Female,65-75,192,201,0.0036923366320636
Female,65-75,192,208,0.0150423462734794
Female,65-75,192,226,0.0089884621049361
Female,65-75,192,240,0.0029047678732717
Female,65-75,192,284,0.0159192174877842
Female,65-75,192,324,0.0127400515784644
Female,65-75,196,2,0.0052091052872642
Female,65-75,196,55,0.0028125599734813
Female,65-75,196,74,0.0032212737300033
Female,65-75,196,143,0.0027325143775917
Female,65-75,196,166,0.0073465753772002
Female,65-75,196,169,0.0091967392186937
Female,65-75,196,192,0.0045444976285498
Female,65-75,196,197,0.0067224166875154
Female,65-75,196,199,0.0196552546573046
Female,65-75,196,200,0.0048994068257255
Female,65-75,196,205,0.0049113570357533
Female,65-75,196,206,0.0033669306344006
Female,65-75,196,234,0.0057845583041728
