disease_group,disease_id,disease,outcome,income,sex,age_group,rel_year,estimate,ci_low,ci_high,p_value,n
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,79,High,Male,45-64,3,.0159938652068377,-.023140358,.055128086,.42311001,1812
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,79,High,Male,45-64,4,.0256312880665064,-.021786425,.073049001,.28938887,1812
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,79,High,Male,45-64,5,.0185854025185108,-.037826914,.074997716,.51845121,1812
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,79,High,Male,45-64,-1,.0092903040349483,-.0014236906,.020004299,.089215137,1812
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,79,High,Male,45-64,-2,0,0,0,,1812
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,79,High,Male,45-64,-3,-.0027988506481051,-.0099338125,.0043361117,.44197974,1812
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,79,High,Male,45-64,-4,-.0025282306596637,-.01264252,.0075860587,.62418073,1812
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,79,High,Male,45-64,-5,0,0,0,,1812
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,25-44,0,211.7359313964844,-118.88128,542.35315,.20939332,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,25-44,1,21.3742733001709,-398.92413,441.67267,.92060173,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,25-44,2,-212.8508911132813,-731.3175,305.61569,.42101768,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,25-44,3,-145.1615905761719,-763.99365,473.6705,.64568561,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,25-44,4,-249.3749084472656,-996.6676,497.91779,.51307267,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,25-44,5,-456.9596862792969,-1289.2772,375.35782,.28189108,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,25-44,-1,3.995137453079224,-224.98596,232.97624,.97272003,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,25-44,-2,0,0,0,,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,25-44,-3,113.8025207519531,-32.206802,259.81183,.12659641,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,25-44,-4,-6.582759380340576,-169.894,156.72849,.9370296,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,25-44,-5,0,0,0,,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,25-44,0,211.7359313964844,-118.88128,542.35315,.20939332,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,25-44,1,21.3742733001709,-398.92413,441.67267,.92060173,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,25-44,2,-212.8508911132813,-731.3175,305.61569,.42101768,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,25-44,3,-145.1615905761719,-763.99365,473.6705,.64568561,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,25-44,4,-249.3749084472656,-996.6676,497.91779,.51307267,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,25-44,5,-456.9596862792969,-1289.2772,375.35782,.28189108,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,25-44,-1,3.995137453079224,-224.98596,232.97624,.97272003,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,25-44,-2,0,0,0,,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,25-44,-3,113.8025207519531,-32.206802,259.81183,.12659641,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,25-44,-4,-6.582759380340576,-169.894,156.72849,.9370296,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,25-44,-5,0,0,0,,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,25-44,0,211.7359313964844,-118.88128,542.35315,.20939332,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,25-44,1,21.3742733001709,-398.92413,441.67267,.92060173,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,25-44,2,-212.8508911132813,-731.3175,305.61569,.42101768,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,25-44,3,-145.1615905761719,-763.99365,473.6705,.64568561,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,25-44,4,-249.3749084472656,-996.6676,497.91779,.51307267,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,25-44,5,-456.9596862792969,-1289.2772,375.35782,.28189108,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,25-44,-1,3.995137453079224,-224.98596,232.97624,.97272003,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,25-44,-2,0,0,0,,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,25-44,-3,113.8025207519531,-32.206802,259.81183,.12659641,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,25-44,-4,-6.582759380340576,-169.894,156.72849,.9370296,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,25-44,-5,0,0,0,,3062
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,45-64,0,377.7565002441406,113.8354,641.67761,.0050255074,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,45-64,1,141.5693054199219,-189.60809,472.7467,.40211689,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,45-64,2,-12.34943389892578,-428.13577,403.43692,.95357758,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,45-64,3,-89.71872711181641,-594.50739,415.06992,.72756904,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,45-64,4,-146.4579315185547,-752.00226,459.08636,.63546509,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,45-64,5,-194.2430114746094,-912.95044,524.46442,.59630358,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,45-64,-1,137.2205200195313,-30.277025,304.71808,.10833799,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,45-64,-2,0,0,0,,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,45-64,-3,28.85967254638672,-87.338516,145.05786,.62640202,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,45-64,-4,92.28804016113281,-33.562824,218.1389,.15063478,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,45-64,-5,0,0,0,,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,45-64,0,377.7565002441406,113.8354,641.67761,.0050255074,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,45-64,1,141.5693054199219,-189.60809,472.7467,.40211689,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,45-64,2,-12.34943389892578,-428.13577,403.43692,.95357758,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,45-64,3,-89.71872711181641,-594.50739,415.06992,.72756904,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,45-64,4,-146.4579315185547,-752.00226,459.08636,.63546509,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,45-64,5,-194.2430114746094,-912.95044,524.46442,.59630358,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,45-64,-1,137.2205200195313,-30.277025,304.71808,.10833799,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,45-64,-2,0,0,0,,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,45-64,-3,28.85967254638672,-87.338516,145.05786,.62640202,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,45-64,-4,92.28804016113281,-33.562824,218.1389,.15063478,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,45-64,-5,0,0,0,,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,45-64,0,377.7565002441406,113.8354,641.67761,.0050255074,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,45-64,1,141.5693054199219,-189.60809,472.7467,.40211689,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,45-64,2,-12.34943389892578,-428.13577,403.43692,.95357758,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,45-64,3,-89.71872711181641,-594.50739,415.06992,.72756904,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,45-64,4,-146.4579315185547,-752.00226,459.08636,.63546509,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,45-64,5,-194.2430114746094,-912.95044,524.46442,.59630358,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,45-64,-1,137.2205200195313,-30.277025,304.71808,.10833799,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,45-64,-2,0,0,0,,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,45-64,-3,28.85967254638672,-87.338516,145.05786,.62640202,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,45-64,-4,92.28804016113281,-33.562824,218.1389,.15063478,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,45-64,-5,0,0,0,,9591
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,65-75,0,14.34029006958008,-188.3808,217.06137,.88972795,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,65-75,1,17.31553077697754,-251.48363,286.11469,.89952654,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,65-75,2,-10.24275684356689,-352.63895,332.15344,.95324421,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,65-75,3,-175.6146850585938,-588.25531,237.02594,.40419564,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,65-75,4,-180.8411865234375,-674.38843,312.70605,.47265509,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,65-75,5,-414.3989562988281,-1000.0459,171.248,.16547841,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,65-75,-1,122.9540710449219,-29.38748,275.29562,.11367108,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,65-75,-2,0,0,0,,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,65-75,-3,114.2459716796875,10.157885,218.33406,.031454496,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,65-75,-4,101.1497192382813,-15.035415,217.33485,.087941416,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,65-75,-5,0,0,0,,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,65-75,0,14.34029006958008,-188.3808,217.06137,.88972795,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,65-75,1,17.31553077697754,-251.48363,286.11469,.89952654,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,65-75,2,-10.24275684356689,-352.63895,332.15344,.95324421,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,65-75,3,-175.6146850585938,-588.25531,237.02594,.40419564,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,65-75,4,-180.8411865234375,-674.38843,312.70605,.47265509,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,65-75,5,-414.3989562988281,-1000.0459,171.248,.16547841,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,65-75,-1,122.9540710449219,-29.38748,275.29562,.11367108,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,65-75,-2,0,0,0,,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,65-75,-3,114.2459716796875,10.157885,218.33406,.031454496,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,65-75,-4,101.1497192382813,-15.035415,217.33485,.087941416,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,65-75,-5,0,0,0,,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,65-75,0,14.34029006958008,-188.3808,217.06137,.88972795,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,65-75,1,17.31553077697754,-251.48363,286.11469,.89952654,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,65-75,2,-10.24275684356689,-352.63895,332.15344,.95324421,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,65-75,3,-175.6146850585938,-588.25531,237.02594,.40419564,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,65-75,4,-180.8411865234375,-674.38843,312.70605,.47265509,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,65-75,5,-414.3989562988281,-1000.0459,171.248,.16547841,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,65-75,-1,122.9540710449219,-29.38748,275.29562,.11367108,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,65-75,-2,0,0,0,,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,65-75,-3,114.2459716796875,10.157885,218.33406,.031454496,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,65-75,-4,101.1497192382813,-15.035415,217.33485,.087941416,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,65-75,-5,0,0,0,,17946
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,76+,0,-354.9368591308594,-832.15851,122.28477,.14490576,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,76+,1,-642.9144897460938,-1266.7273,-19.101662,.043381643,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,76+,2,-870.2020263671875,-1677.0668,-63.337296,.034527555,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,76+,3,-1305.359497070313,-2275.4783,-335.24072,.0083566252,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,76+,4,-1305.571166992188,-2484.115,-127.02726,.029911892,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,76+,5,-1851.78369140625,-3213.3232,-490.24417,.0076821484,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,76+,-1,-23.90670967102051,-381.71741,333.90399,.89581078,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,76+,-2,0,0,0,,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,76+,-3,93.12918090820313,-170.60228,356.86066,.48886347,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,76+,-4,12.98859882354736,-279.33002,305.30722,.930601,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Female,76+,-5,0,0,0,,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,76+,0,-354.9368591308594,-832.15851,122.28477,.14490576,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,76+,1,-642.9144897460938,-1266.7273,-19.101662,.043381643,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,76+,2,-870.2020263671875,-1677.0668,-63.337296,.034527555,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,76+,3,-1305.359497070313,-2275.4783,-335.24072,.0083566252,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,76+,4,-1305.571166992188,-2484.115,-127.02726,.029911892,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,76+,5,-1851.78369140625,-3213.3232,-490.24417,.0076821484,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,76+,-1,-23.90670967102051,-381.71741,333.90399,.89581078,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,76+,-2,0,0,0,,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,76+,-3,93.12918090820313,-170.60228,356.86066,.48886347,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,76+,-4,12.98859882354736,-279.33002,305.30722,.930601,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Female,76+,-5,0,0,0,,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,76+,0,-354.9368591308594,-832.15851,122.28477,.14490576,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,76+,1,-642.9144897460938,-1266.7273,-19.101662,.043381643,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,76+,2,-870.2020263671875,-1677.0668,-63.337296,.034527555,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,76+,3,-1305.359497070313,-2275.4783,-335.24072,.0083566252,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,76+,4,-1305.571166992188,-2484.115,-127.02726,.029911892,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,76+,5,-1851.78369140625,-3213.3232,-490.24417,.0076821484,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,76+,-1,-23.90670967102051,-381.71741,333.90399,.89581078,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,76+,-2,0,0,0,,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,76+,-3,93.12918090820313,-170.60228,356.86066,.48886347,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,76+,-4,12.98859882354736,-279.33002,305.30722,.930601,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Female,76+,-5,0,0,0,,2657
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,25-44,0,736.0852661132813,297.74716,1174.4233,.00099705358,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,25-44,1,410.8115539550781,-149.88727,971.51038,.15098858,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,25-44,2,361.3131408691406,-322.51529,1045.1416,.3003881,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,25-44,3,325.6729431152344,-511.42273,1162.7687,.44573775,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,25-44,4,340.5661315917969,-707.11188,1388.2441,.52403861,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,25-44,5,367.0752563476563,-788.64166,1522.7922,.53359395,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,25-44,-1,175.1887512207031,-40.70063,391.07813,.11172435,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,25-44,-2,0,0,0,,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,25-44,-3,46.95785140991211,-99.972778,193.88849,.53105241,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,25-44,-4,-56.45998382568359,-269.66074,156.74077,.6037268,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,25-44,-5,0,0,0,,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,25-44,0,736.0852661132813,297.74716,1174.4233,.00099705358,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,25-44,1,410.8115539550781,-149.88727,971.51038,.15098858,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,25-44,2,361.3131408691406,-322.51529,1045.1416,.3003881,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,25-44,3,325.6729431152344,-511.42273,1162.7687,.44573775,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,25-44,4,340.5661315917969,-707.11188,1388.2441,.52403861,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,25-44,5,367.0752563476563,-788.64166,1522.7922,.53359395,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,25-44,-1,175.1887512207031,-40.70063,391.07813,.11172435,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,25-44,-2,0,0,0,,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,25-44,-3,46.95785140991211,-99.972778,193.88849,.53105241,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,25-44,-4,-56.45998382568359,-269.66074,156.74077,.6037268,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,25-44,-5,0,0,0,,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,25-44,0,736.0852661132813,297.74716,1174.4233,.00099705358,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,25-44,1,410.8115539550781,-149.88727,971.51038,.15098858,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,25-44,2,361.3131408691406,-322.51529,1045.1416,.3003881,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,25-44,3,325.6729431152344,-511.42273,1162.7687,.44573775,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,25-44,4,340.5661315917969,-707.11188,1388.2441,.52403861,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,25-44,5,367.0752563476563,-788.64166,1522.7922,.53359395,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,25-44,-1,175.1887512207031,-40.70063,391.07813,.11172435,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,25-44,-2,0,0,0,,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,25-44,-3,46.95785140991211,-99.972778,193.88849,.53105241,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,25-44,-4,-56.45998382568359,-269.66074,156.74077,.6037268,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,25-44,-5,0,0,0,,3006
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,45-64,0,296.5673522949219,-4.9488125,598.0835,.053876232,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,45-64,1,-179.3126373291016,-578.18774,219.56247,.37825838,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,45-64,2,-109.8657608032227,-640.52637,420.79486,.68489671,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,45-64,3,-408.3750610351563,-1063.9788,247.22867,.22213051,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,45-64,4,-60.83100891113281,-910.40479,788.74274,.88839173,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,45-64,5,-208.112060546875,-1220.0197,803.79547,.68687487,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,45-64,-1,147.9807739257813,-68.827507,364.78906,.18096736,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,45-64,-2,0,0,0,,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,45-64,-3,27.45381927490234,-113.31618,168.22382,.7022751,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,45-64,-4,46.54268264770508,-108.32726,201.41261,.55583847,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Low,Male,45-64,-5,0,0,0,,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,45-64,0,296.5673522949219,-4.9488125,598.0835,.053876232,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,45-64,1,-179.3126373291016,-578.18774,219.56247,.37825838,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,45-64,2,-109.8657608032227,-640.52637,420.79486,.68489671,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,45-64,3,-408.3750610351563,-1063.9788,247.22867,.22213051,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,45-64,4,-60.83100891113281,-910.40479,788.74274,.88839173,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,45-64,5,-208.112060546875,-1220.0197,803.79547,.68687487,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,45-64,-1,147.9807739257813,-68.827507,364.78906,.18096736,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,45-64,-2,0,0,0,,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,45-64,-3,27.45381927490234,-113.31618,168.22382,.7022751,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,45-64,-4,46.54268264770508,-108.32726,201.41261,.55583847,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,Medium,Male,45-64,-5,0,0,0,,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,45-64,0,296.5673522949219,-4.9488125,598.0835,.053876232,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,45-64,1,-179.3126373291016,-578.18774,219.56247,.37825838,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,45-64,2,-109.8657608032227,-640.52637,420.79486,.68489671,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,45-64,3,-408.3750610351563,-1063.9788,247.22867,.22213051,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,45-64,4,-60.83100891113281,-910.40479,788.74274,.88839173,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,45-64,5,-208.112060546875,-1220.0197,803.79547,.68687487,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,45-64,-1,147.9807739257813,-68.827507,364.78906,.18096736,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,45-64,-2,0,0,0,,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,45-64,-3,27.45381927490234,-113.31618,168.22382,.7022751,8646
Eyelid disorders and “red eye”,120,Other inflammation of eyelid,80,High,Male,45-64,-4,46.54268264770508,-108.32726,201.41261,.55583847,8646
